perturbation,brunello.neg.score,brunello.neg.p.value,brunello.neg.fdr,brunello.neg.goodsgrna,brunello.neg.lfc,brunello.pos.score,brunello.pos.p.value,brunello.pos.fdr,brunello.pos.goodsgrna,brunello.pos.lfc,gecko.num,gecko.neg.score,gecko.neg.p.value,gecko.neg.fdr,gecko.neg.goodsgrna,gecko.neg.lfc,gecko.pos.score,gecko.pos.p.value,gecko.pos.fdr,gecko.pos.goodsgrna,gecko.pos.lfc
41333,0.049852,0.14954,1,4,-0.19651,0.57876,0.73224,1,1,-0.19651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41334,0.56442,0.74499,1,2,-0.022084,0.45978,0.67526,1,3,-0.022084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41335,0.30036,0.43578,1,2,-0.16958,0.61948,0.65829,1,1,-0.16958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41336,0.65278,0.67685,1,1,0.051152,0.71127,0.72165,1,1,0.051152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41337,0.48093,0.57573,1,1,0.54887,0.035772,0.090262,1,3,0.54887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41338,0.11696,0.2343,1,1,-0.18343,0.81504,0.81481,1,0,-0.18343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41339,0.74325,0.74619,1,1,0.1064,0.29789,0.43421,1,2,0.1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41340,0.37631,0.51885,1,2,-0.063479,0.87005,0.8698,1,0,-0.063479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41341,0.089687,0.1955,1,3,-0.16421,0.54402,0.61402,1,1,-0.16421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41342,0.079703,0.17673,1,3,-0.2152,0.089865,0.19591,1,1,-0.2152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41343,0.66973,0.68871,1,1,0.096412,0.34092,0.48079,1,2,0.096412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41517,0.82716,0.82698,1,0,0.31931,0.089398,0.19508,1,2,0.31931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41518,0.13984,0.25966,1,1,0.15123,0.19745,0.32549,1,2,0.15123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41519,0.15283,0.27397,1,2,-0.038864,0.72223,0.73028,1,1,-0.038864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41520,0.92727,0.92737,1,0,0.025843,0.87935,0.87926,1,0,0.025843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41521,0.70214,0.71269,1,1,0.1197,0.077889,0.17335,1,2,0.1197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41522,0.15662,0.2782,1,1,0.046969,0.17483,0.30096,1,1,0.046969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41523,0.87337,0.87352,1,0,0.90742,0.0048117,0.01329,0.549861,2,0.90742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41524,0.013844,0.042819,0.935856,1,0.10443,0.18067,0.30725,1,2,0.10443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41525,0.3642,0.50568,1,1,0.15962,0.20176,0.33019,1,2,0.15962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41526,0.2984,0.43367,1,2,0.019952,0.36589,0.50781,1,2,0.019952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41527,0.21566,0.34331,1,1,0.25799,0.034587,0.087822,1,3,0.25799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41528,0.066217,0.15074,1,3,-0.45703,0.933,0.933,1,0,-0.45703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41530,0.14226,0.26231,1,2,-0.16483,0.74935,0.75258,1,1,-0.16483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41531,0.86784,0.8676,1,0,-0.048011,0.4792,0.58052,1,1,-0.048011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41608,0.19185,0.31709,1,1,0.077321,0.077834,0.17324,1,3,0.077321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.78991,0.79009,1,0,0.065008,0.2325,0.35317,0.997365,1,0.065008
42432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.42465,0.49319,1,1,0.17532,0.0052054,0.014378,0.881476,2,0.17532
42433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.56921,0.59095,1,1,0.046644,0.74238,0.74257,1,0,0.046644
42434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.20281,0.31569,1,2,-0.092289,0.30716,0.4282,1,1,-0.092289
42435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.78006,0.78022,1,0,0.3423,0.030812,0.077212,0.974723,2,0.3423
42436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.092178,0.17092,0.997654,2,-0.44553,0.74519,0.74542,1,0,-0.44553
42437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.74299,0.7432,1,0,0.25421,0.011807,0.031398,0.932452,2,0.25421
42438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.23959,0.3619,1,2,-0.16596,0.63373,0.64279,1,1,-0.16596
42439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.92022,0.92028,1,0,0.17032,0.26035,0.38792,1,2,0.17032
42440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.22591,0.34475,1,2,-0.10726,0.70461,0.70528,1,1,-0.10726
42615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.24079,0.36339,1,2,-0.10978,0.51528,0.5541,1,1,-0.10978
42616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.24741,0.37165,1,2,-0.17695,0.92278,0.92289,1,0,-0.17695
42617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.10848,0.19273,1,2,-0.23902,0.88861,0.88868,1,0,-0.23902
42618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.17634,0.28164,1,2,-0.11158,0.16138,0.26261,0.992729,1,-0.11158
42619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.94722,0.94745,1,0,0.10862,0.089462,0.16805,0.987356,2,0.10862
42620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.022231,0.057051,0.931327,2,-0.67821,0.0092329,0.024847,0.904591,1,-0.67821
42621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.18447,0.29221,1,2,-0.15583,0.72049,0.72065,1,1,-0.15583
42622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.22203,0.33986,1,2,-0.17954,0.89919,0.89934,1,0,-0.17954
42623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.92281,0.92292,1,0,0.081221,0.71182,0.71215,1,1,0.081221
42624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.24452,0.36808,1,1,-0.02338,0.63194,0.64131,1,1,-0.02338
42625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.46305,0.51728,1,1,-0.0124,0.71563,0.71585,1,1,-0.0124
42627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.98561,0.98575,1,0,0.27394,0.01439,0.037842,0.933403,3,0.27394
42628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.63412,0.64223,1,1,-0.1166,0.75718,0.75743,1,0,-0.1166
42705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.87076,0.87086,1,0,0.24464,0.042149,0.10283,0.979815,2,0.24464
A1BG,0.19746,0.30709,1,2,-0.22111,0.88981,0.88989,1,0,-0.22111,3,0.98766,0.98782,1,0,0.22037,0.01234,0.032727,0.932452,3,0.22037
A1CF,0.20713,0.33393,1,2,-0.093352,0.17621,0.30243,1,1,-0.093352,3,0.0029286,0.0081662,0.768814,1,0.028801,0.41913,0.4924,1,1,0.028801
A2M,0.94209,0.94208,1,0,0.27443,0.066243,0.15105,1,3,0.27443,3,0.064482,0.13344,0.995233,2,-0.16056,0.92915,0.92927,1,0,-0.16056
A2ML1,0.51767,0.59484,1,1,0.35303,0.063843,0.14634,1,2,0.35303,3,0.0033643,0.0093338,0.78309,2,-0.45129,0.018024,0.046824,0.94682,1,-0.45129
A3GALT2,0.69457,0.707,1,1,0.0006404,0.67118,0.69244,1,1,0.0006404,3,0.88362,0.88369,1,0,0.046377,0.59092,0.60879,1,1,0.046377
A4GALT,0.81216,0.81195,1,0,-0.036007,0.76974,0.77058,1,1,-0.036007,3,0.9518,0.95206,1,0,0.42431,0.024551,0.062599,0.958617,2,0.42431
A4GNT,0.092131,0.2001,1,2,-0.15163,0.098528,0.21179,1,1,-0.15163,3,0.5047,0.54495,1,1,-0.033215,0.53651,0.56891,1,1,-0.033215
AAAS,0.22086,0.34898,1,2,-0.28733,0.5542,0.61968,1,1,-0.28733,3,0.18042,0.28702,1,2,-0.12965,0.62605,0.63645,1,1,-0.12965
AACS,0.84997,0.84973,1,0,0.023545,0.26139,0.39489,1,2,0.023545,3,0.019152,0.049568,0.923714,1,-0.058523,0.39094,0.4755,1,1,-0.058523
AADAC,0.98239,0.98235,1,0,0.21775,0.19287,0.32059,1,2,0.21775,3,0.86541,0.86543,1,0,0.22696,0.069381,0.14102,0.985525,2,0.22696
AADACL2,0.30529,0.44112,1,1,-0.089106,0.53458,0.60892,1,1,-0.089106,3,0.90336,0.90342,1,0,0.17484,0.16931,0.27294,0.992729,2,0.17484
AADACL3,0.97032,0.97028,1,0,0.16387,0.2683,0.40222,1,2,0.16387,3,0.16929,0.27246,1,2,-0.23824,0.87201,0.87214,1,0,-0.23824
AADACL4,0.24882,0.37953,1,2,-0.19858,0.14092,0.26386,1,1,-0.19858,3,0.58718,0.60458,1,1,0.21967,0.087783,0.16582,0.987356,2,0.21967
AADAT,0.57186,0.62523,1,1,0.15044,0.16482,0.28999,1,2,0.15044,3,0.78289,0.78301,1,0,0.19644,0.012787,0.033851,0.932452,2,0.19644
AAED1,0.16036,0.28232,1,2,-0.078349,0.02811,0.074237,0.981506,2,-0.078349,3,0.016488,0.043052,0.917043,2,-0.45139,0.64729,0.65406,1,1,-0.45139
AAGAB,0.073898,0.16555,1,2,-0.19234,0.95031,0.95025,1,0,-0.19234,3,0.37258,0.46198,1,1,-0.055554,0.40239,0.48223,1,1,-0.055554
AAK1,0.87436,0.8742,1,0,0.16342,0.35848,0.49975,1,2,0.16342,2,0.67868,0.6783,1,0,-0.063008,0.43343,0.44382,1,1,-0.063008
AAMDC,0.10303,0.21881,1,2,-0.090982,0.47344,0.57762,1,1,-0.090982,3,0.072943,0.14495,0.997474,1,0.39,0.10348,0.18674,0.989963,2,0.39
AAMP,0.74542,0.74807,1,1,-0.11159,0.29456,0.43059,1,1,-0.11159,3,0.016281,0.042508,0.917043,2,-0.1766,0.93564,0.9358,1,0,-0.1766
AANAT,0.078988,0.17535,1,3,-0.16732,0.84734,0.84708,1,0,-0.16732,3,0.63503,0.64297,1,1,0.036814,0.62565,0.63611,1,1,0.036814
AAR2,0.8796,0.87952,1,0,0.025236,0.8836,0.88349,1,0,0.025236,3,0.69628,0.69711,1,1,0.16546,0.16972,0.27345,0.992729,2,0.16546
AARD,0.12239,0.24031,1,1,-0.037152,0.67021,0.69176,1,1,-0.037152,3,0.54953,0.57653,1,1,0.097495,0.41681,0.49098,1,1,0.097495
AARS,0.72889,0.72912,1,0,-0.034497,0.20173,0.31301,1,2,-0.034497,3,0.0019081,0.0053787,0.673729,3,-0.9329,0.99809,0.99813,1,0,-0.9329
AARS2,0.90646,0.90639,1,0,0.36581,0.019896,0.056876,0.936657,2,0.36581,3,0.21143,0.32659,1,1,0.25461,0.068612,0.13994,0.984316,2,0.25461
AARSD1,0.27847,0.41199,1,1,0.074542,0.45428,0.56838,1,1,0.074542,3,0.95393,0.95426,1,0,0.1201,0.13767,0.2318,0.990266,2,0.1201
AASDH,0.19059,0.3157,1,2,-0.21667,0.79962,0.79938,1,0,-0.21667,3,0.1488,0.24572,1,2,-0.18498,0.27262,0.40304,1,1,-0.18498
AASDHPPT,0.25216,0.38312,1,2,-0.38948,0.8931,0.89297,1,0,-0.38948,3,0.019869,0.051269,0.927116,1,0.010748,0.84382,0.84389,1,0,0.010748
AASS,0.63062,0.66195,1,1,-0.032681,0.23496,0.36622,1,1,-0.032681,3,0.63447,0.64251,1,1,0.27195,0.13207,0.2245,0.990266,2,0.27195
AATF,0.07099,0.15998,1,3,-0.5604,0.983,0.98297,1,0,-0.5604,3,0.16803,0.27086,1,2,-0.23107,0.82744,0.82742,1,0,-0.23107
AATK,0.81342,0.81326,1,0,0.041024,0.63197,0.66621,1,1,0.041024,3,0.25551,0.38188,1,2,-0.10177,0.82649,0.82648,1,0,-0.10177
ABAT,0.73661,0.74045,1,1,0.25942,0.1607,0.28549,1,2,0.25942,3,0.91117,0.91123,1,0,0.085363,0.73109,0.73131,1,0,0.085363
ABCA1,0.68294,0.69836,1,1,0.11265,0.59928,0.64586,1,1,0.11265,3,0.12587,0.21574,1,1,0.35665,0.0039107,0.01082,0.818389,2,0.35665
ABCA10,0.07747,0.17237,1,2,0.088543,0.034429,0.087519,1,2,0.088543,3,0.1703,0.27377,1,1,-0.012072,0.34994,0.45183,1,1,-0.012072
ABCA12,0.32794,0.46586,1,2,-0.16058,0.8848,0.88469,1,0,-0.16058,3,0.77475,0.77495,1,0,0.048828,0.54837,0.5773,1,1,0.048828
ABCA13,0.98754,0.98752,1,0,0.44087,0.0026368,0.0093951,0.456318,3,0.44087,3,0.0037052,0.010257,0.797641,1,0.018655,0.71836,0.71855,1,1,0.018655
ABCA2,0.86514,0.86492,1,0,-0.0059248,0.31315,0.45071,1,1,-0.0059248,3,0.58006,0.5991,1,1,-0.08825,0.38112,0.46984,1,1,-0.08825
ABCA3,0.95987,0.95978,1,0,0.11576,0.35131,0.49203,1,2,0.11576,3,0.80461,0.80459,1,0,0.14922,0.15082,0.24888,0.992729,2,0.14922
ABCA4,0.12706,0.2454,1,2,0.20348,0.059326,0.13755,1,2,0.20348,3,0.12657,0.21663,1,2,-0.25663,0.88356,0.88363,1,0,-0.25663
ABCA5,0.5834,0.63218,1,1,0.23191,0.32354,0.46181,1,2,0.23191,3,0.36673,0.45855,1,1,0.021066,0.70326,0.70399,1,1,0.021066
ABCA6,0.093381,0.2024,1,2,-0.10703,0.34497,0.48517,1,1,-0.10703,3,0.66666,0.66992,1,1,0.13043,0.14409,0.24015,0.991051,2,0.13043
ABCA7,0.22655,0.35519,1,2,-0.18681,0.8832,0.88311,1,0,-0.18681,3,0.56897,0.59077,1,1,-0.08173,0.23619,0.35782,0.997365,1,-0.08173
ABCA8,0.88737,0.88729,1,0,0.058336,0.73256,0.73863,1,1,0.058336,3,0.32426,0.43442,1,1,0.11393,0.064581,0.13449,0.981706,2,0.11393
ABCA9,0.73394,0.73826,1,1,0.15656,0.28672,0.42223,1,2,0.15656,3,0.13075,0.22213,1,1,0.065657,0.56686,0.59069,1,1,0.065657
ABCB1,0.2445,0.37474,1,2,-0.17439,0.78969,0.78951,1,1,-0.17439,3,0.043789,0.10483,0.981546,2,-0.26876,0.47088,0.5246,1,1,-0.26876
ABCB10,0.99762,0.99761,1,0,0.26047,0.0020005,0.0071562,0.391022,4,0.26047,3,0.46812,0.52059,1,1,0.11724,0.2609,0.38858,1,2,0.11724
ABCB11,0.89757,0.89745,1,0,0.12483,0.79893,0.7987,1,0,0.12483,3,0.039723,0.097466,0.970914,2,-0.20397,0.9033,0.90335,1,0,-0.20397
ABCB4,0.68097,0.69691,1,1,0.14964,0.10548,0.22425,1,3,0.14964,3,0.72197,0.72212,1,0,0.069917,0.49555,0.54082,1,1,0.069917
ABCB5,0.57651,0.588,1,1,0.060847,0.065768,0.13057,1,2,0.060847,3,0.22866,0.34822,1,1,-0.012306,0.14246,0.23802,0.991051,1,-0.012306
ABCB6,0.77682,0.77665,1,1,0.028756,0.32823,0.46696,1,1,0.028756,3,0.68285,0.68457,1,1,-0.075053,0.8968,0.8969,1,0,-0.075053
ABCB7,0.18829,0.29514,1,1,-0.47036,0.90104,0.90116,1,0,-0.47036,3,0.11159,0.19685,1,2,-0.22535,0.91151,0.91159,1,0,-0.22535
ABCB8,0.75639,0.75777,1,1,-0.1279,0.95372,0.95361,1,0,-0.1279,3,0.55334,0.5793,1,1,-0.021367,0.71552,0.71575,1,1,-0.021367
ABCB9,0.37802,0.52072,1,2,-0.025407,0.816,0.81579,1,0,-0.025407,3,0.39154,0.47309,1,1,0.32394,0.032409,0.080841,0.974723,2,0.32394
ABCC1,0.91445,0.91441,1,0,0.026424,0.66714,0.68964,1,1,0.026424,3,0.15879,0.2588,1,1,0.025457,0.55617,0.58291,1,1,0.025457
ABCC10,0.037386,0.093156,0.994164,1,0.073907,0.35883,0.50015,1,2,0.073907,3,0.23039,0.35031,1,2,-0.16717,0.84282,0.84287,1,0,-0.16717
ABCC11,0.83821,0.83798,1,0,0.29721,0.048619,0.11635,1,2,0.29721,3,0.52929,0.56206,1,1,0.1223,0.16511,0.26758,0.992729,2,0.1223
ABCC12,0.41165,0.54218,1,1,-0.022597,0.86588,0.86567,1,0,-0.022597,3,0.49857,0.54081,1,1,-0.057897,0.84216,0.84219,1,0,-0.057897
ABCC2,0.81715,0.81697,1,0,0.24824,0.13489,0.25727,1,2,0.24824,3,0.54522,0.5734,1,1,-0.11959,0.92547,0.92554,1,0,-0.11959
ABCC3,0.048638,0.11601,1,3,-0.41053,0.91068,0.91059,1,0,-0.41053,3,0.66855,0.67155,1,1,0.11775,0.25336,0.37924,0.997365,2,0.11775
ABCC4,0.058653,0.13589,1,3,-0.21176,0.62594,0.66239,1,1,-0.21176,3,0.84726,0.84733,1,0,-0.015311,0.73163,0.73184,1,0,-0.015311
ABCC5,0.92893,0.92901,1,0,0.29893,0.10652,0.22614,1,3,0.29893,3,0.62321,0.6332,1,1,0.0082847,0.8043,0.80429,1,0,0.0082847
ABCC6,0.11886,0.23642,1,2,-0.2372,0.60888,0.6517,1,1,-0.2372,3,0.59222,0.60853,1,1,0.41927,0.0094703,0.02545,0.911059,2,0.41927
ABCC8,0.90695,0.90687,1,0,0.22151,0.08403,0.18501,1,3,0.22151,3,0.96515,0.96527,1,0,0.15405,0.034851,0.086396,0.974723,3,0.15405
ABCC9,0.54843,0.61175,1,1,0.1408,0.13009,0.25199,1,2,0.1408,3,0.20527,0.31886,1,2,-0.15974,0.92734,0.92744,1,0,-0.15974
ABCD1,0.0771,0.17167,1,2,-0.053783,0.42044,0.55262,1,1,-0.053783,3,0.33353,0.43953,1,1,0.19899,0.065943,0.13633,0.982695,2,0.19899
ABCD2,0.3558,0.49639,1,2,-0.061342,0.91966,0.91969,1,0,-0.061342,3,0.88819,0.88825,1,0,0.011099,0.78078,0.78091,1,0,0.011099
ABCD3,0.35071,0.49088,1,2,0.012911,0.11397,0.23445,1,2,0.012911,3,0.54158,0.5708,1,1,-0.042542,0.72468,0.72487,1,1,-0.042542
ABCD4,0.38421,0.52741,1,1,0.31037,0.06555,0.14975,1,3,0.31037,3,0.88061,0.88066,1,0,0.20142,0.075592,0.14939,0.985525,2,0.20142
ABCE1,0.63164,0.63507,1,1,-0.092538,0.22219,0.33917,1,2,-0.092538,3,0.0044114,0.012205,0.821433,2,-1.0148,0.0058774,0.016139,0.887637,1,-1.0148
ABCF1,0.68984,0.70339,1,1,0.34424,0.094375,0.2043,1,2,0.34424,3,0.35586,0.45224,1,1,-0.096069,0.89616,0.89627,1,0,-0.096069
ABCF2,0.22983,0.35876,1,2,-0.07062,0.35635,0.49743,1,1,-0.07062,3,0.1215,0.20993,1,2,-0.21442,0.39195,0.47609,1,1,-0.21442
ABCF3,0.62532,0.65852,1,1,0.3537,0.0066662,0.02283,0.713504,3,0.3537,3,0.80254,0.80256,1,0,-0.014145,0.46943,0.52368,1,1,-0.014145
ABCG1,0.80906,0.80882,1,0,0.38442,0.045225,0.10958,1,2,0.38442,3,0.030987,0.077619,0.953975,1,0.032911,0.78511,0.78522,1,0,0.032911
ABCG2,0.23749,0.36712,1,1,0.05113,0.31916,0.45717,1,1,0.05113,3,0.63856,0.64595,1,1,0.00013127,0.42528,0.49613,1,1,0.00013127
ABCG4,0.78197,0.7817,1,1,0.023609,0.74584,0.74963,1,1,0.023609,3,0.2414,0.36411,1,2,-0.082813,0.78111,0.78124,1,0,-0.082813
ABCG5,0.11684,0.23415,1,2,-0.15755,0.41228,0.54896,1,1,-0.15755,3,0.84017,0.84019,1,0,0.16176,0.21084,0.3261,0.997365,2,0.16176
ABCG8,0.1707,0.29379,1,2,-0.17643,0.75203,0.75494,1,1,-0.17643,3,0.069017,0.13959,0.996463,2,-0.19982,0.70527,0.7059,1,1,-0.19982
ABHD1,0.98801,0.98803,1,0,0.37487,0.060151,0.13917,1,3,0.37487,3,0.030872,0.077353,0.953975,3,-0.22699,0.96913,0.96926,1,0,-0.22699
ABHD10,0.51702,0.59451,1,1,0.031057,0.72226,0.7303,1,1,0.031057,3,0.24264,0.36568,1,2,-0.096177,0.64213,0.64974,1,1,-0.096177
ABHD11,0.82062,0.82043,1,0,0.15392,0.1222,0.24341,1,2,0.15392,3,0.55196,0.5783,1,1,0.19781,0.14305,0.23881,0.991051,2,0.19781
ABHD12,0.65174,0.67614,1,1,0.33872,0.027484,0.072908,0.981282,3,0.33872,3,0.87479,0.87493,1,0,0.020119,0.6548,0.66041,1,1,0.020119
ABHD12B,0.96247,0.96239,1,0,0.55537,0.01717,0.050967,0.905543,3,0.55537,3,0.27299,0.40348,1,2,-0.17155,0.87327,0.8734,1,0,-0.17155
ABHD13,0.61952,0.65474,1,1,0.16267,0.15258,0.27657,1,2,0.16267,3,0.5333,0.56486,1,1,0.17315,0.15062,0.24861,0.992729,2,0.17315
ABHD14A,0.048041,0.11484,1,3,-0.22769,0.98388,0.98383,1,0,-0.22769,3,0.47425,0.52465,1,1,-0.072626,0.21783,0.33483,0.997365,1,-0.072626
ABHD14B,0.32523,0.46287,1,2,-0.058884,0.61443,0.65512,1,1,-0.058884,3,0.62876,0.63773,1,1,0.10277,0.029309,0.073739,0.974723,2,0.10277
ABHD15,0.92844,0.92855,1,0,0.25174,0.092323,0.20052,1,3,0.25174,3,0.84931,0.84936,1,0,-0.022906,0.86557,0.86559,1,0,-0.022906
ABHD16A,0.60056,0.64275,1,1,0.10877,0.13581,0.25826,1,2,0.10877,3,0.54174,0.57091,1,1,0.20181,0.05562,0.12232,0.98016,2,0.20181
ABHD16B,0.34295,0.48241,1,1,0.063723,0.18373,0.31063,1,1,0.063723,3,0.14361,0.23897,1,2,-0.27318,0.44116,0.50582,1,1,-0.27318
ABHD17A,0.91544,0.91542,1,0,0.65042,0.062745,0.1442,1,3,0.65042,3,0.83302,0.83303,1,0,0.078692,0.095596,0.17632,0.987697,1,0.078692
ABHD17B,0.94697,0.9469,1,0,0.44119,0.00064764,0.0023903,0.208975,3,0.44119,3,0.3532,0.4507,1,1,-0.034249,0.29245,0.42024,1,1,-0.034249
ABHD17C,0.062154,0.14279,1,2,-0.026465,0.66508,0.6882,1,1,-0.026465,3,0.4988,0.54096,1,1,-0.02935,0.51207,0.55189,1,1,-0.02935
ABHD2,0.22605,0.35465,1,2,-0.068156,0.47258,0.57718,1,1,-0.068156,3,0.98586,0.98602,1,0,0.25871,0.014136,0.037216,0.932452,3,0.25871
ABHD3,0.73308,0.73757,1,1,0.029568,0.37258,0.51504,1,2,0.029568,3,0.9691,0.96923,1,0,0.16578,0.030903,0.077422,0.974723,3,0.16578
ABHD4,0.31138,0.44784,1,2,-0.13725,0.71003,0.72071,1,1,-0.13725,3,0.7707,0.77095,1,0,0.18822,0.095537,0.17623,0.987697,2,0.18822
ABHD5,0.88359,0.88349,1,0,0.28604,0.14471,0.26801,1,2,0.28604,3,0.76611,0.76639,1,0,0.31302,0.047059,0.11035,0.97982,2,0.31302
ABHD6,0.29721,0.43236,1,2,-0.15074,0.27072,0.40485,1,1,-0.15074,3,0.28886,0.41498,1,1,0.4352,0.24804,0.37258,0.997365,2,0.4352
ABHD8,0.015674,0.046963,0.942091,2,-0.15753,0.44375,0.56339,1,1,-0.15753,3,0.14143,0.23617,1,2,-0.1082,0.20017,0.31263,0.997365,1,-0.1082
ABI1,0.034275,0.086705,0.994164,3,-0.20332,0.97742,0.97754,1,0,-0.20332,3,0.11506,0.20144,1,2,-0.19388,0.92866,0.92879,1,0,-0.19388
ABI2,0.44935,0.56,1,1,-0.10128,0.52792,0.60546,1,1,-0.10128,3,0.072565,0.14444,0.997474,2,-0.25469,0.88464,0.88472,1,0,-0.25469
ABI3,0.1706,0.29369,1,2,-0.1006,0.94978,0.94971,1,0,-0.1006,3,0.15819,0.25801,1,1,0.24873,0.21239,0.32804,0.997365,2,0.24873
ABI3BP,0.50488,0.58806,1,1,0.11127,0.32448,0.46284,1,2,0.11127,3,0.96283,0.963,1,0,0.13394,0.037171,0.091623,0.97596,3,0.13394
ABL1,0.82608,0.82588,1,0,0.23199,0.056785,0.13266,1,3,0.23199,3,0.09113,0.16951,0.997654,2,-0.45632,0.08903,0.16746,0.987356,1,-0.45632
ABL2,0.68429,0.69934,1,1,-0.063693,0.57261,0.63001,1,1,-0.063693,3,0.097584,0.17815,0.997654,1,0.26273,0.081787,0.15786,0.985525,2,0.26273
ABLIM1,0.72217,0.72853,1,1,-0.076821,0.74046,0.74508,1,1,-0.076821,3,0.1827,0.28994,1,1,0.15954,0.20544,0.31933,0.997365,2,0.15954
ABLIM2,0.86939,0.86917,1,0,0.42403,0.021655,0.060614,0.962049,3,0.42403,3,0.035305,0.087448,0.959276,2,-0.46594,0.74097,0.74117,1,0,-0.46594
ABLIM3,0.34537,0.48502,1,1,0.047718,0.78336,0.78336,1,1,0.047718,3,0.77989,0.78004,1,0,0.085204,0.072845,0.14571,0.985525,1,0.085204
ABO,0.031208,0.080276,0.993739,2,-0.09729,0.94958,0.94953,1,0,-0.09729,3,0.85678,0.8568,1,0,0.25536,0.010688,0.0286,0.931665,2,0.25536
ABP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2363,0.3578,1,1,-0.053572,0.93189,0.93198,1,0,-0.053572
ABR,0.21101,0.33818,1,2,-0.13097,0.25108,0.38361,1,1,-0.13097,3,0.85342,0.85348,1,0,0.42773,0.12584,0.21634,0.990266,2,0.42773
ABRA,0.23686,0.36645,1,2,-0.13464,0.39892,0.54303,1,1,-0.13464,3,0.17469,0.27949,1,2,-0.22073,0.56547,0.58969,1,1,-0.22073
ABRACL,0.77412,0.77409,1,1,-0.053979,0.91485,0.91483,1,0,-0.053979,3,0.069409,0.14015,0.996874,2,-0.25388,0.47475,0.52719,1,1,-0.25388
ABT1,0.045796,0.11032,1,3,-0.41171,0.97661,0.97673,1,0,-0.41171,3,0.64056,0.64767,1,1,0.032453,0.11592,0.20324,0.990266,1,0.032453
ABTB1,0.8379,0.83769,1,0,0.11893,0.39575,0.54007,1,2,0.11893,3,0.48437,0.53128,1,1,0.0052133,0.049063,0.11317,0.98016,1,0.0052133
ABTB2,0.37499,0.51745,1,2,-0.065309,0.70376,0.71599,1,1,-0.065309,3,0.69495,0.69583,1,1,-0.081892,0.226,0.34506,0.997365,1,-0.081892
