perturbation,brunello.neg.score,brunello.neg.p.value,brunello.neg.fdr,brunello.neg.goodsgrna,brunello.neg.lfc,brunello.pos.score,brunello.pos.p.value,brunello.pos.fdr,brunello.pos.goodsgrna,brunello.pos.lfc,gecko.num,gecko.neg.score,gecko.neg.p.value,gecko.neg.fdr,gecko.neg.goodsgrna,gecko.neg.lfc,gecko.pos.score,gecko.pos.p.value,gecko.pos.fdr,gecko.pos.goodsgrna,gecko.pos.lfc
C17orf62,0.4865,0.57861,1,1,0.033507,0.81773,0.81754,1,0,0.033507,3,0.84616,0.84626,1,0,0.041426,0.57682,0.59809,1,1,0.041426
C17orf64,0.064057,0.1465,1,2,-0.21381,0.97165,0.97165,1,0,-0.21381,3,0.78339,0.78352,1,0,0.027303,0.46527,0.521,1,1,0.027303
C17orf66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.65597,0.66071,1,1,-0.022298,0.57855,0.59936,1,1,-0.022298
C17orf67,0.071501,0.16099,1,2,-0.23571,0.45629,0.56936,1,1,-0.23571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C17orf70,0.61552,0.65213,1,1,0.60538,0.078228,0.17402,1,3,0.60538,3,0.041488,0.1014,0.977968,2,-1.4094,0.85808,0.85811,1,0,-1.4094
C17orf72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.23452,0.35558,1,2,-0.10661,0.1807,0.2878,0.993617,1,-0.10661
C17orf74,0.86809,0.86786,1,0,0.16672,0.18079,0.3074,1,2,0.16672,3,0.93835,0.93857,1,0,0.071018,0.27229,0.40261,1,2,0.071018
C17orf75,0.72244,0.72876,1,1,0.22686,0.043567,0.10624,1,2,0.22686,3,0.56818,0.59021,1,1,-0.13818,0.84008,0.84011,1,0,-0.13818
C17orf77,0.97516,0.97524,1,0,0.19286,0.04957,0.11828,1,3,0.19286,3,0.86641,0.86643,1,0,0.3016,0.037602,0.092613,0.976371,2,0.3016
C17orf78,0.83015,0.83,1,0,-0.076399,0.88353,0.88343,1,0,-0.076399,3,0.23805,0.35995,1,1,0.060687,0.6414,0.64915,1,1,0.060687
C17orf80,0.70861,0.71769,1,1,0.056374,0.35046,0.49111,1,2,0.056374,3,0.18733,0.29593,1,2,-0.20302,0.64263,0.65015,1,1,-0.20302
C17orf82,0.095073,0.2055,1,2,-0.064943,0.57408,0.63086,1,1,-0.064943,3,0.31917,0.43163,1,1,0.17242,0.70768,0.70819,1,1,0.17242
C17orf85,0.18756,0.31234,1,2,-0.17992,0.91455,0.91451,1,0,-0.17992,3,0.0016668,0.0047115,0.648547,3,-0.62809,0.99833,0.99836,1,0,-0.62809
C17orf89,0.73284,0.73738,1,1,-0.047253,0.74712,0.75072,1,1,-0.047253,3,0.0023311,0.0065349,0.707315,3,-0.44379,0.99767,0.9977,1,0,-0.44379
C17orf96,0.68277,0.69822,1,1,-0.062331,0.85552,0.85528,1,0,-0.062331,3,0.019877,0.051289,0.927116,3,-0.43708,0.98012,0.98022,1,0,-0.43708
C17orf97,0.94304,0.94304,1,0,0.073378,0.020002,0.057091,0.937131,1,0.073378,3,0.25595,0.3824,1,2,-0.17589,0.35715,0.45598,1,1,-0.17589
C17orf98,0.72858,0.73382,1,1,0.24214,0.090587,0.19726,1,3,0.24214,3,0.7434,0.74363,1,0,0.44509,0.041326,0.10103,0.979815,2,0.44509
C17orf99,0.71078,0.7109,1,0,0.0037331,0.1837,0.28947,1,1,0.0037331,3,0.1852,0.29316,1,2,-0.11492,0.1469,0.24382,0.99193,1,-0.11492
C18orf21,0.87395,0.87375,1,0,0.077222,0.67533,0.69538,1,1,0.077222,3,0.21962,0.33686,1,2,-0.10272,0.90642,0.90649,1,0,-0.10272
C18orf25,0.080931,0.17903,1,3,-0.28423,0.97833,0.9784,1,0,-0.28423,3,0.11189,0.19724,1,2,-0.21736,0.95424,0.95455,1,0,-0.21736
C18orf32,0.38195,0.52496,1,1,-0.07322,0.25691,0.38997,1,1,-0.07322,3,0.22255,0.34051,1,2,-0.30488,0.69801,0.69903,1,1,-0.30488
C18orf42,0.79751,0.79725,1,0,-0.056071,0.80446,0.80421,1,0,-0.056071,3,0.7517,0.75193,1,0,-0.019634,0.61111,0.62448,1,1,-0.019634
C18orf54,0.0043254,0.015094,0.81155,2,-0.42966,0.80047,0.80021,1,0,-0.42966,3,0.86335,0.86333,1,0,0.015475,0.46848,0.52304,1,1,0.015475
C18orf63,0.94753,0.94748,1,0,0.2521,0.10719,0.22694,1,2,0.2521,3,0.54754,0.57508,1,1,-0.07734,0.26883,0.39836,1,1,-0.07734
C18orf65,0.037193,0.09274,0.994164,2,-0.1509,0.49465,0.58823,1,1,-0.1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18orf8,0.67967,0.69596,1,1,0.013028,0.4839,0.58284,1,1,0.013028,3,0.56968,0.5913,1,1,0.19078,0.11477,0.20176,0.990266,2,0.19078
C19orf10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75541,0.75563,1,0,0.019626,0.2753,0.40635,1,1,0.019626
C19orf12,0.014471,0.044241,0.937716,2,-0.30862,0.92693,0.92704,1,0,-0.30862,3,0.032853,0.081846,0.95736,2,-0.27424,0.73355,0.73373,1,0,-0.27424
C19orf18,0.30382,0.43953,1,2,-0.1138,0.47609,0.57892,1,1,-0.1138,3,0.065368,0.13467,0.995233,2,-0.59422,0.059461,0.12755,0.98016,1,-0.59422
C19orf21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.38913,0.47169,1,1,0.026852,0.77596,0.77615,1,0,0.026852
C19orf24,0.53352,0.60343,1,1,0.027079,0.69978,0.71306,1,1,0.027079,3,0.7353,0.73549,1,0,0.064298,0.48111,0.53126,1,1,0.064298
C19orf25,0.99993,0.99993,1,0,0.91353,6.66E-05,0.00026761,0.042708,4,0.91353,3,0.57501,0.5953,1,1,0.086651,0.25088,0.37614,0.997365,2,0.086651
C19orf26,0.87469,0.87452,1,0,0.23132,0.17289,0.29882,1,2,0.23132,3,0.7204,0.72051,1,1,0.084123,0.32893,0.44013,1,1,0.084123
C19orf33,0.76951,0.76977,1,1,0.098087,0.26265,0.39624,1,2,0.098087,2,0.93338,0.93328,1,0,0.15133,0.066617,0.1169,0.98016,2,0.15133
C19orf35,0.20141,0.32754,1,1,-0.04456,0.15576,0.28011,1,1,-0.04456,3,0.54283,0.57172,1,1,0.20349,0.1331,0.2259,0.990266,2,0.20349
C19orf38,0.1801,0.30409,1,2,-0.19262,0.92441,0.92449,1,0,-0.19262,3,0.14581,0.24186,1,2,-0.22476,0.43919,0.50461,1,1,-0.22476
C19orf40,0.063453,0.1453,1,1,-0.060651,0.89221,0.8921,1,0,-0.060651,3,0.16169,0.26256,1,2,-0.28905,0.3322,0.44193,1,1,-0.28905
C19orf43,0.93264,0.93264,1,0,0.21776,0.0567,0.13249,1,2,0.21776,3,0.12245,0.2112,1,1,0.032782,0.50086,0.54436,1,1,0.032782
C19orf44,0.010743,0.035841,0.911123,3,-0.61423,0.65505,0.68141,1,1,-0.61423,3,0.9617,0.9619,1,0,0.17169,0.038297,0.094183,0.976371,3,0.17169
C19orf45,0.11669,0.234,1,2,-0.20127,0.77935,0.77944,1,1,-0.20127,3,0.96521,0.96532,1,0,0.15796,0.034791,0.086244,0.974723,3,0.15796
C19orf47,0.26179,0.39377,1,2,-0.070837,0.71248,0.72258,1,1,-0.070837,3,0.05587,0.12168,0.99216,1,-0.19933,0.38604,0.47271,1,1,-0.19933
C19orf48,0.94737,0.94731,1,0,0.099293,0.39532,0.53959,1,2,0.099293,3,0.38732,0.47065,1,1,0.12767,0.17008,0.27395,0.992729,2,0.12767
C19orf52,0.86205,0.86177,1,0,1.8769,0.00018648,0.00070978,0.085978,3,1.8769,3,0.2831,0.41197,1,1,0.45436,0.1353,0.22873,0.990266,2,0.45436
C19orf53,0.37636,0.51892,1,2,0.0014955,0.5443,0.61417,1,1,0.0014955,3,0.95325,0.95355,1,0,0.22794,0.072379,0.14507,0.985525,2,0.22794
C19orf54,0.79121,0.79093,1,0,0.039045,0.45082,0.56671,1,1,0.039045,3,0.78652,0.7867,1,0,0.091117,0.04459,0.10694,0.97982,2,0.091117
C19orf57,0.024383,0.065849,0.966492,2,-0.30384,0.97047,0.97042,1,0,-0.30384,3,0.23636,0.35788,1,1,-0.073697,0.9272,0.9273,1,0,-0.073697
C19orf59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.10907,0.19351,1,2,-0.2584,0.88446,0.88453,1,0,-0.2584
C19orf60,0.83692,0.83672,1,0,0.035572,0.57242,0.62989,1,1,0.035572,3,0.17066,0.27423,1,2,-0.22666,0.83464,0.83465,1,0,-0.22666
C19orf66,0.59968,0.64218,1,1,0.32094,0.24502,0.37705,1,2,0.32094,3,0.60938,0.62204,1,1,-0.032477,0.7775,0.77771,1,0,-0.032477
C19orf67,0.14689,0.2674,1,1,0.17075,0.31842,0.45639,1,2,0.17075,3,0.91337,0.91344,1,0,0.079358,0.3209,0.43573,1,1,0.079358
C19orf68,0.99897,0.99897,1,0,0.272,0.0010279,0.0037276,0.271578,4,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C19orf70,0.87552,0.87537,1,0,0.085235,0.80032,0.80006,1,0,0.085235,3,0.60187,0.61614,1,1,-0.0048373,0.58663,0.60547,1,1,-0.0048373
C19orf71,0.2392,0.369,1,2,-0.14832,0.59528,0.64345,1,1,-0.14832,3,0.9731,0.97318,1,0,0.53128,0.0025263,0.0070653,0.747968,3,0.53128
C19orf73,0.071324,0.16063,1,3,-0.099212,0.70824,0.71937,1,1,-0.099212,3,0.045043,0.10654,0.982371,1,0.10148,0.17263,0.27723,0.992729,2,0.10148
C19orf77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.10454,0.18745,0.999938,2,-0.24471,0.93696,0.93716,1,0,-0.24471
C19orf80,0.50881,0.59013,1,1,-0.065068,0.63882,0.67064,1,1,-0.065068,3,0.68589,0.68738,1,1,-0.13572,0.93039,0.93049,1,0,-0.13572
C19orf81,0.11605,0.23329,1,2,-0.12753,0.91435,0.9143,1,0,-0.12753,3,0.73081,0.73101,1,0,-0.011051,0.70202,0.70281,1,1,-0.011051
C19orf82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.3459,0.44654,1,1,-0.14027,0.59599,0.61273,1,1,-0.14027
C19orf84,0.20265,0.3139,1,2,-0.37685,0.9286,0.92873,1,0,-0.37685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1D,0.7141,0.72196,1,1,-0.043573,0.28142,0.41656,1,1,-0.043573,3,0.69786,0.69862,1,1,-0.033127,0.7035,0.70423,1,1,-0.033127
C1GALT1,0.022529,0.061892,0.954394,2,-0.2368,0.86957,0.86933,1,0,-0.2368,3,0.80774,0.80771,1,0,0.046494,0.57639,0.59776,1,1,0.046494
C1GALT1C1,2.64E-05,0.00010513,0.051558,4,-0.54545,0.99993,0.99992,1,0,-0.54545,3,0.83112,0.83115,1,0,0.038615,0.13998,0.23483,0.990266,1,0.038615
C1GALT1C1L,0.076873,0.17123,1,3,-0.21091,0.68062,0.69917,1,1,-0.21091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1orf100,0.74663,0.74913,1,1,0.060434,0.85906,0.85875,1,0,0.060434,3,0.623,0.63304,1,1,0.28995,0.062819,0.13215,0.98016,2,0.28995
C1orf101,0.038733,0.095881,0.994164,3,-0.25259,0.89505,0.89493,1,0,-0.25259,3,0.85323,0.85329,1,0,-0.0017028,0.3931,0.47677,1,1,-0.0017028
C1orf105,0.52,0.59611,1,1,0.24244,0.022447,0.062302,0.96862,3,0.24244,3,0.27304,0.40354,1,1,-0.010173,0.49844,0.54274,1,1,-0.010173
C1orf106,0.71199,0.72032,1,1,0.18185,0.22824,0.35896,1,2,0.18185,3,0.026262,0.066609,0.939038,3,-0.45183,0.97374,0.97381,1,0,-0.45183
C1orf109,0.85948,0.85916,1,0,1.0368,0.0040951,0.014339,0.572572,3,1.0368,3,0.0077973,0.021179,0.884519,3,-0.37141,0.9922,0.9923,1,0,-0.37141
C1orf110,0.0045832,0.015945,0.814283,2,-0.074766,0.19593,0.32385,1,2,-0.074766,3,0.85877,0.85883,1,0,0.17,0.04076,0.099788,0.979815,2,0.17
C1orf111,0.33186,0.47024,1,1,0.196,0.1955,0.3234,1,2,0.196,3,0.91175,0.91182,1,0,0.13435,0.6871,0.68889,1,1,0.13435
C1orf112,0.2689,0.40141,1,2,-0.12248,0.67497,0.69512,1,1,-0.12248,3,0.039734,0.097493,0.970914,2,-0.16308,0.73939,0.73962,1,0,-0.16308
C1orf115,0.54955,0.61237,1,1,0.017098,0.23061,0.36152,1,2,0.017098,3,0.17538,0.2804,1,1,0.093122,0.25182,0.37733,0.997365,2,0.093122
C1orf116,0.71062,0.71925,1,1,-0.016186,0.28033,0.41538,1,1,-0.016186,3,0.70093,0.70154,1,1,-0.08961,0.77523,0.77544,1,0,-0.08961
C1orf122,0.28544,0.41963,1,1,0.081238,0.67653,0.69623,1,1,0.081238,3,0.12084,0.20905,1,2,-0.18217,0.90524,0.9053,1,0,-0.18217
C1orf123,0.044744,0.10822,1,3,-0.57024,0.55483,0.62002,1,1,-0.57024,3,0.05262,0.11713,0.99216,1,-0.019793,0.13772,0.23187,0.990266,1,-0.019793
C1orf127,0.052602,0.12404,1,3,-0.2557,0.64526,0.67487,1,1,-0.2557,3,0.69516,0.69604,1,1,-0.051389,0.76728,0.76755,1,0,-0.051389
C1orf131,0.16316,0.28541,1,2,-0.37247,0.81553,0.81534,1,0,-0.37247,3,0.18949,0.29871,1,2,-0.16187,0.74855,0.74881,1,0,-0.16187
C1orf137,0.76318,0.76389,1,1,0.067106,0.58202,0.63554,1,1,0.067106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1orf141,0.055037,0.12888,1,2,-0.16543,0.51556,0.59888,1,1,-0.16543,3,0.28787,0.41445,1,1,-0.11372,0.46959,0.52378,1,1,-0.11372
C1orf146,0.24492,0.37521,1,2,-0.1775,0.42647,0.5554,1,1,-0.1775,3,0.82642,0.82642,1,0,0.10522,0.045798,0.10861,0.97982,1,0.10522
C1orf151-NBL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.23508,0.35628,1,2,-0.13244,0.65603,0.66146,1,1,-0.13244
C1orf158,0.85322,0.853,1,0,-0.050947,0.60756,0.65087,1,1,-0.050947,3,0.9154,0.91542,1,0,0.10304,0.7258,0.726,1,0,0.10304
C1orf159,0.32946,0.46759,1,2,-0.31373,0.96851,0.96847,1,0,-0.31373,3,0.23097,0.35105,1,2,-0.41263,0.69999,0.7009,1,1,-0.41263
C1orf162,0.65642,0.6794,1,1,0.23333,0.046472,0.11209,1,2,0.23333,3,0.39124,0.47291,1,1,-0.031818,0.35414,0.45423,1,1,-0.031818
C1orf167,0.54195,0.60814,1,1,-0.00025945,0.16335,0.28837,1,2,-0.00025945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1orf168,0.07547,0.16857,1,1,0.01589,0.63264,0.66665,1,1,0.01589,3,0.96158,0.9618,1,0,0.2196,0.038415,0.094451,0.976371,3,0.2196
C1orf172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.88376,0.88383,1,0,0.017782,0.0049986,0.013809,0.858804,1,0.017782
C1orf173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.84227,0.8423,1,0,0.10932,0.24429,0.3679,0.997365,2,0.10932
C1orf174,0.060605,0.13973,1,1,-0.046491,0.50564,0.59376,1,1,-0.046491,3,0.98802,0.98819,1,0,0.22308,0.011976,0.031818,0.932452,3,0.22308
C1orf177,0.61149,0.64959,1,1,0.21361,0.052795,0.12475,1,3,0.21361,3,0.11854,0.20604,1,1,0.27156,0.17542,0.28088,0.993295,2,0.27156
C1orf185,0.037912,0.094186,0.994164,2,-0.042777,0.69281,0.70793,1,1,-0.042777,3,0.040911,0.1001,0.976505,1,0.10498,0.25648,0.38311,0.997387,2,0.10498
C1orf186,0.65053,0.67532,1,1,-0.071875,0.64007,0.67146,1,1,-0.071875,3,0.19232,0.30242,1,1,0.0035134,0.38762,0.47361,1,1,0.0035134
C1orf189,0.92058,0.92063,1,0,0.19114,0.065016,0.14869,1,2,0.19114,3,0.16518,0.26719,1,2,-0.2051,0.92139,0.92143,1,0,-0.2051
C1orf192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.65538,0.66021,1,1,-0.12079,0.90671,0.90675,1,0,-0.12079
C1orf194,0.90016,0.90008,1,0,-0.014478,0.70537,0.71719,1,1,-0.014478,2,0.69967,0.69928,1,0,-0.096089,0.47046,0.47642,1,1,-0.096089
C1orf195,0.12745,0.24583,1,2,-0.11308,0.82432,0.82417,1,0,-0.11308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1orf198,0.129,0.24759,1,2,-0.12089,0.87767,0.87751,1,0,-0.12089,3,0.012368,0.032802,0.886371,3,-0.34191,0.98763,0.98779,1,0,-0.34191
C1orf204,0.087588,0.19157,1,3,-0.18824,0.52354,0.60315,1,1,-0.18824,3,0.68882,0.69006,1,1,0.031248,0.81121,0.81115,1,0,0.031248
C1orf21,0.47968,0.5751,1,1,0.04772,0.86387,0.86363,1,0,0.04772,3,0.95205,0.95232,1,0,0.15896,0.2013,0.31407,0.997365,2,0.15896
C1orf210,0.90364,0.9036,1,0,0.055736,0.83921,0.83898,1,0,0.055736,3,0.21549,0.3317,1,2,-0.16045,0.80328,0.80329,1,0,-0.16045
C1orf216,0.007708,0.026127,0.860528,4,-0.37075,0.99229,0.9923,1,0,-0.37075,3,0.48292,0.53029,1,1,-0.03243,0.6033,0.61842,1,1,-0.03243
C1orf226,0.7751,0.77503,1,1,0.098443,0.38509,0.52846,1,2,0.098443,3,0.19446,0.30509,1,2,-0.19619,0.94244,0.94262,1,0,-0.19619
C1orf227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.1817,0.28866,1,1,0.13735,0.19933,0.31157,0.997365,2,0.13735
C1orf228,0.27709,0.41044,1,1,-0.035657,0.84003,0.83978,1,0,-0.035657,3,0.84595,0.84605,1,0,0.25575,0.069881,0.14168,0.985525,2,0.25575
C1orf229,0.36166,0.50287,1,1,0.1139,0.33667,0.4762,1,1,0.1139,3,0.85197,0.85204,1,0,0.082534,0.55885,0.58487,1,1,0.082534
C1orf233,0.034879,0.08794,0.994164,2,-0.12776,0.37527,0.51799,1,1,-0.12776,3,0.68101,0.68287,1,1,0.32808,0.049353,0.11357,0.98016,2,0.32808
C1orf234,0.97864,0.97871,1,0,0.22224,0.24616,0.37831,1,2,0.22224,3,0.77696,0.77717,1,0,0.24914,0.062682,0.13196,0.98016,2,0.24914
C1orf27,0.99632,0.99632,1,0,1.0975,0.00021577,0.00082697,0.097816,4,1.0975,3,0.27266,0.40307,1,1,0.022395,0.035401,0.087653,0.974723,1,0.022395
C1orf35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.97019,0.97029,1,0,0.25307,0.029807,0.074907,0.974723,3,0.25307
C1orf43,0.86238,0.86213,1,0,0.016525,0.25172,0.3843,1,1,0.016525,3,0.05257,0.11705,0.99216,1,0.063712,0.025591,0.065073,0.958617,1,0.063712
C1orf50,0.36614,0.50779,1,1,-0.10286,0.86532,0.86509,1,0,-0.10286,3,0.69108,0.69214,1,1,-0.10866,0.94326,0.94349,1,0,-0.10866
C1orf51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.16287,0.26419,1,2,-0.16331,0.83953,0.83953,1,0,-0.16331
C1orf52,0.16004,0.28197,1,2,-0.033091,0.10501,0.22341,1,2,-0.033091,3,0.39962,0.47788,1,1,-0.10016,0.85682,0.85685,1,0,-0.10016
C1orf53,0.43062,0.55106,1,1,0.17761,0.18875,0.31611,1,2,0.17761,3,0.50343,0.54412,1,1,0.099701,0.59683,0.61339,1,1,0.099701
C1orf54,0.30288,0.43851,1,2,-0.015931,0.79815,0.79792,1,0,-0.015931,3,0.00074411,0.0021329,0.497179,3,-0.62288,0.99926,0.99926,1,0,-0.62288
C1orf56,0.49211,0.58146,1,1,0.49482,0.037932,0.094692,1,3,0.49482,3,0.13339,0.22566,1,2,-0.38305,0.82547,0.82549,1,0,-0.38305
C1orf61,0.7901,0.78981,1,0,-0.055232,0.82188,0.82168,1,0,-0.055232,3,0.060855,0.12854,0.99216,1,-0.024219,0.12824,0.21944,0.990266,1,-0.024219
C1orf63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.46732,0.52004,1,1,-0.11658,0.37043,0.46357,1,1,-0.11658
C1orf64,0.46164,0.56608,1,1,0.094731,0.70268,0.7152,1,1,0.094731,3,0.019357,0.050058,0.926295,2,-0.24838,0.79407,0.79421,1,0,-0.24838
C1orf65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.27282,0.40326,1,2,-0.19757,0.51271,0.55232,1,1,-0.19757
C1orf68,0.020208,0.056929,0.94647,2,-0.10718,0.38403,0.52732,1,1,-0.10718,3,0.94116,0.94131,1,0,0.095415,0.26481,0.39338,1,2,0.095415
C1orf74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.22622,0.34514,1,2,-0.15927,0.88798,0.88806,1,0,-0.15927
C1orf85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.15864,0.25861,1,2,-0.20263,0.15602,0.25565,0.992729,1,-0.20263
C1orf86,0.78804,0.78775,1,1,0.10055,0.53035,0.60672,1,1,0.10055,3,0.17879,0.28483,1,2,-0.29125,0.61659,0.6288,1,1,-0.29125
C1orf87,0.58452,0.63288,1,1,0.13716,0.040795,0.10057,1,2,0.13716,3,0.36061,0.45501,1,1,0.28437,0.054766,0.12112,0.98016,2,0.28437
C1orf94,0.10973,0.22631,1,2,-0.14544,0.23129,0.36225,1,1,-0.14544,3,0.94651,0.94673,1,0,0.55851,0.038538,0.094729,0.976371,2,0.55851
C1orf95,0.12259,0.20732,1,2,-0.25471,0.81342,0.81338,1,0,-0.25471,3,0.18223,0.28933,1,2,-0.22442,0.91511,0.91513,1,0,-0.22442
C1QA,0.25811,0.3897,1,2,-0.035301,0.71475,0.72434,1,1,-0.035301,3,0.88661,0.88668,1,0,0.09319,0.10396,0.18741,0.989963,2,0.09319
C1QB,0.76969,0.76993,1,1,0.2127,0.088547,0.19347,1,3,0.2127,3,0.34764,0.44752,1,1,-0.10901,0.7187,0.71889,1,1,-0.10901
C1QBP,0.99875,0.99875,1,0,0.5731,0.0012468,0.0045081,0.298186,4,0.5731,3,0.90472,0.90477,1,0,0.32121,0.013712,0.036162,0.932452,2,0.32121
C1QC,0.64185,0.66944,1,1,0.050718,0.73923,0.74401,1,1,0.050718,3,0.34253,0.44462,1,1,0.095345,0.65785,0.66295,1,1,0.095345
C1QL1,0.0064709,0.022183,0.855451,2,0.03277,0.25069,0.38321,1,2,0.03277,3,0.56665,0.58907,1,1,0.12312,0.24431,0.36793,0.997365,2,0.12312
C1QL2,0.90133,0.90128,1,0,0.33216,0.078538,0.17461,1,3,0.33216,3,0.1639,0.26552,1,2,-0.36369,0.74523,0.74547,1,0,-0.36369
C1QL3,0.02839,0.07428,0.981463,2,-0.22848,0.94363,0.94365,1,0,-0.22848,3,0.90642,0.90648,1,0,0.12381,0.4543,0.51403,1,1,0.12381
C1QL4,0.21402,0.34149,1,2,-0.26112,0.55435,0.61976,1,1,-0.26112,3,0.25843,0.38549,1,1,0.073872,0.43157,0.49994,1,1,0.073872
C1QTNF1,0.080584,0.17835,1,2,0.047248,0.24809,0.38043,1,2,0.047248,3,0.99048,0.99059,1,0,0.35665,0.0095227,0.025586,0.912679,3,0.35665
C1QTNF2,0.73442,0.73864,1,1,-0.061596,0.78909,0.78892,1,1,-0.061596,3,0.91491,0.91494,1,0,0.58782,0.036919,0.091058,0.974723,2,0.58782
C1QTNF3,0.4493,0.55997,1,1,0.0021403,0.072799,0.16369,1,1,0.0021403,3,0.24908,0.37379,1,2,-0.078576,0.88006,0.88011,1,0,-0.078576
C1QTNF4,0.19044,0.31554,1,1,-0.079259,0.60303,0.64812,1,1,-0.079259,3,0.21056,0.32552,1,2,-0.29067,0.38818,0.47392,1,1,-0.29067
C1QTNF5,0.40139,0.53753,1,1,0.18482,0.057413,0.13381,1,2,0.18482,3,0.87394,0.87408,1,0,0.014666,0.25613,0.3827,0.99738,1,0.014666
C1QTNF6,0.26274,0.39481,1,2,-0.25021,0.73642,0.74167,1,1,-0.25021,3,0.10295,0.1853,0.998107,1,-0.013913,0.18677,0.29558,0.994953,1,-0.013913
C1QTNF7,0.86439,0.86415,1,0,0.046432,0.75156,0.75454,1,1,0.046432,3,0.041618,0.10168,0.978143,2,-0.17908,0.81684,0.81682,1,0,-0.17908
C1QTNF8,0.06952,0.15713,1,3,-0.17998,0.14914,0.27279,1,1,-0.17998,3,0.98977,0.9899,1,0,0.29136,0.010227,0.027411,0.925918,3,0.29136
C1QTNF9,0.95248,0.95241,1,0,0.25122,0.036609,0.092018,1,3,0.25122,3,0.086468,0.16326,0.997474,1,-0.060683,0.60396,0.61894,1,1,-0.060683
C1QTNF9B,0.83334,0.83315,1,0,0.016692,0.56225,0.6242,1,1,0.016692,3,0.086468,0.16326,0.997474,1,-0.060683,0.60396,0.61894,1,1,-0.060683
C1QTNF9B-AS1,0.18224,0.3065,1,2,-0.20153,0.12786,0.24952,1,2,-0.20153,3,0.77832,0.7785,1,0,0.027791,0.50567,0.54757,1,1,0.027791
C1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.74301,0.74323,1,0,-0.085829,0.074718,0.14822,0.985525,1,-0.085829
C1RL,0.13379,0.2529,1,2,-0.091268,0.7507,0.75377,1,1,-0.091268,3,0.9936,0.99374,1,0,0.28693,0.0063963,0.017516,0.889198,3,0.28693
C1S,0.37315,0.51543,1,1,-0.034002,0.25605,0.38902,1,1,-0.034002,3,0.48496,0.53169,1,1,0.17142,0.083949,0.16074,0.985525,2,0.17142
C2,0.72044,0.72716,1,1,-0.085907,0.72126,0.72951,1,1,-0.085907,3,0.46575,0.51907,1,1,0.040612,0.79531,0.79542,1,0,0.040612
C20orf111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.6811,0.68296,1,1,0.025932,0.53272,0.56621,1,1,0.025932
C20orf112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.19691,0.30814,1,2,-0.15192,0.55058,0.5789,1,1,-0.15192
C20orf141,0.01659,0.049045,0.94647,2,-0.13913,0.18863,0.31596,1,1,-0.13913,3,0.62699,0.6363,1,1,-0.13193,0.67738,0.68003,1,1,-0.13193
C20orf144,0.13009,0.2488,1,2,-0.012425,0.20665,0.33558,1,2,-0.012425,3,0.055922,0.12176,0.99216,2,-0.36447,0.33894,0.44571,1,1,-0.36447
C20orf166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.96786,0.96798,1,0,0.15232,0.032135,0.080219,0.974723,3,0.15232
C20orf173,0.021756,0.060235,0.948573,1,-0.20299,0.27851,0.41338,1,1,-0.20299,3,0.096276,0.17645,0.997654,2,-0.34156,0.86963,0.86973,1,0,-0.34156
C20orf194,0.4865,0.57861,1,1,-0.068374,0.37656,0.51934,1,1,-0.068374,3,0.77109,0.77137,1,0,-0.027025,0.82149,0.82152,1,0,-0.027025
C20orf195,0.28454,0.41863,1,1,0.022211,0.76813,0.76914,1,1,0.022211,3,0.59416,0.61011,1,1,-0.011995,0.58189,0.60183,1,1,-0.011995
